"state","date","cases","deaths","cases_weekly_change","new_cases","deaths_weekly_change","new_deaths"
"Ohio","2021-03-20","998819","18340","0.010645628","10521.0","0.026243687","469.0"
"Oklahoma","2021-03-20","434491","4788","0.005787134","2500.0","0.018506646","87.0"
"Oregon","2021-03-20","161342","2373","0.012011766","1915.0","0.018892169","44.0"
"Pennsylvania","2021-03-20","989336","24841","0.02088654","20241.0","0.010782838","265.0"
"Puerto Rico","2021-03-20","137510","2092","0.0097516775","1328.0","0.007221937","15.0"
"Rhode Island","2021-03-20","133039","2595","0.019440293","2537.0","0.01090765","28.0"
"South Carolina","2021-03-20","540390","8977","0.014723539","7841.0","0.012063146","107.0"
"South Dakota","2021-03-20","115723","1922","0.010743022","1230.0","0.0068098307","13.0"
"Tennessee","2021-03-20","784220","11606","0.010960221","8502.0","0.0060679913","70.0"
"Texas","2021-03-20","2748905","47459","0.010095477","27474.0","0.01992178","927.0"
"Utah","2021-03-20","381311","2060","0.008649826","3270.0","0.019297361","39.0"
"Vermont","2021-03-20","17555","219","0.051323533","857.0","0.023364544","5.0"
"Virgin Islands","2021-03-20","2767","25","0.0","0.0","0.0","0.0"
"Virginia","2021-03-20","603748","10106","0.017160773","10186.0","0.01211822","121.0"
"Washington","2021-03-20","357376","5224","0.014938235","5260.0","0.00791049","41.0"
"West Virginia","2021-03-20","137478","2600","0.017232776","2329.0","0.032155633","81.0"
"Wisconsin","2021-03-20","629167","7241","0.006594777","4122.0","0.008495808","61.0"
"Wyoming","2021-03-20","55581","693","0.0075775385","418.0","0.0028944016","2.0"
"Alabama","2021-03-21","511460","10436","0.015460372","7787.0","0.01055491","109.0"
"Alaska","2021-03-21","60683","296","0.014833808","887.0","0.013698578","4.0"
"Arizona","2021-03-21","836253","16745","0.004215002","3510.0","0.011599064","192.0"
"Arkansas","2021-03-21","328655","5539","0.0052363873","1712.0","0.011874318","65.0"
"California","2021-03-21","3642778","57586","0.0053299665","19313.0","0.018806458","1063.0"
"Colorado","2021-03-21","452727","6148","0.015189886","6774.0","0.004903555","30.0"
"Connecticut","2021-03-21","296691","7832","0.021040916","6114.0","0.008628488","67.0"
"Delaware","2021-03-21","92287","1529","0.021088481","1906.0","0.014598489","22.0"
"District of Columbia","2021-03-21","43229","1050","0.016889691","718.0","0.0086455345","9.0"
"Florida","2021-03-21","2008341","32741","0.015955567","31541.0","0.015098929","487.0"
"Georgia","2021-03-21","1020384","17965","0.011741757","11842.0","0.016982794","300.0"
"Guam","2021-03-21","8749","135","0.0013734102","12.0","0.00746274","1.0"
"Hawaii","2021-03-21","28834","451","0.02002263","566.0","0.0066964626","3.0"
"Idaho","2021-03-21","177501","1944","0.012526751","2196.0","0.016204953","31.0"
"Illinois","2021-03-21","1225236","23357","0.0101748705","12341.0","0.00650692","151.0"
"Indiana","2021-03-21","681188","12946","0.007939935","5366.0","0.0070005655","90.0"
"Iowa","2021-03-21","345785","5676","0.00845468","2899.0","0.006026268","34.0"
"Kansas","2021-03-21","302223","4842","0.0050581694","1521.0","0.00373137","18.0"
"Kentucky","2021-03-21","424272","5793","0.011187434","4694.0","0.13078272","670.0"
"Louisiana","2021-03-21","439737","9988","0.0053590536","2344.0","0.010522008","104.0"
"Maine","2021-03-21","48464","729","0.030600786","1439.0","0.0069060326","5.0"
"Maryland","2021-03-21","400208","8170","0.016729236","6585.0","0.015159011","122.0"
"Massachusetts","2021-03-21","614668","16867","0.020521045","12360.0","0.013337374","222.0"
"Michigan","2021-03-21","690090","16897","0.031742096","21231.0","0.008234382","138.0"
"Minnesota","2021-03-21","505292","6850","0.01574397","7832.0","0.0052832365","36.0"
"Mississippi","2021-03-21","302837","6956","0.0068389177","2057.0","0.007969856","55.0"
"Missouri","2021-03-21","582185","8822","0.00676322","3911.0","0.005929351","52.0"
"Montana","2021-03-21","103111","1415","0.012530088","1276.0","0.015793204","22.0"
"Nebraska","2021-03-21","206792","2243","0.008500457","1743.0","0.0031305552","7.0"
"Nevada","2021-03-21","301187","5172","0.0062441826","1869.0","0.010353565","53.0"
"New Hampshire","2021-03-21","80543","1217","0.02452457","1928.0","0.015012503","18.0"
"New Jersey","2021-03-21","865886","24174","0.033247232","27862.0","0.011337519","271.0"
"New Mexico","2021-03-21","189731","3891","0.007540703","1420.0","0.009600401","37.0"
"New York","2021-03-21","1783026","48942","0.023774385","41406.0","0.0096337795","467.0"
"North Carolina","2021-03-21","896395","11849","0.014150023","12507.0","0.01109314","130.0"
"North Dakota","2021-03-21","101682","1492","0.0066827536","675.0","0.0026881695","4.0"
"Northern Mariana Islands","2021-03-21","157","2","0.019480467","3.0","0.0","0.0"
"Ohio","2021-03-21","999751","18340","0.01067543","10560.0","0.026243687","469.0"
"Oklahoma","2021-03-21","434491","4788","0.0046429634","2008.0","0.018506646","87.0"
"Oregon","2021-03-21","161532","2374","0.011997461","1915.0","0.01932156","45.0"
"Pennsylvania","2021-03-21","991403","24853","0.021102786","20489.0","0.011271119","277.0"
"Puerto Rico","2021-03-21","137836","2096","0.010401964","1419.0","0.009147763","19.0"
"Rhode Island","2021-03-21","133039","2595","0.019440293","2537.0","0.01090765","28.0"
"South Carolina","2021-03-21","541582","9007","0.01529932","8161.0","0.014873266","132.0"
"South Dakota","2021-03-21","115867","1923","0.010852933","1244.0","0.0057531595","11.0"
"Tennessee","2021-03-21","784267","11606","0.010949135","8494.0","0.0060679913","70.0"
"Texas","2021-03-21","2751212","47504","0.00993669","27069.0","0.019661665","916.0"
"Utah","2021-03-21","381687","2062","0.008587956","3250.0","0.01726687","35.0"
"Vermont","2021-03-21","17740","219","0.050325632","850.0","0.023364544","5.0"
"Virgin Islands","2021-03-21","2767","25","0.0","0.0","0.0","0.0"
"Virginia","2021-03-21","604908","10117","0.017105103","10173.0","0.009781361","98.0"
"Washington","2021-03-21","357420","5224","0.01474905","5195.0","0.00791049","41.0"
"West Virginia","2021-03-21","137826","2606","0.017406344","2358.0","0.030039549","76.0"
"Wisconsin","2021-03-21","629606","7241","0.0064742565","4050.0","0.008776784","63.0"
"Wyoming","2021-03-21","55581","693","0.0075775385","418.0","0.0028944016","2.0"
"Alabama","2021-03-22","511779","10436","0.0069850683","3550.0","0.010359168","107.0"
"Alaska","2021-03-22","61034","296","0.0142918825","860.0","0.013698578","4.0"
"Arizona","2021-03-22","836737","16745","0.004014969","3346.0","0.011599064","192.0"
"Arkansas","2021-03-22","328707","5544","0.005035758","1647.0","0.011494279","63.0"
"California","2021-03-22","3645684","57770","0.005310178","19257.0","0.020130634","1140.0"
"Colorado","2021-03-22","453045","6149","0.013915896","6218.0","0.004574418","28.0"
"Connecticut","2021-03-22","299667","7841","0.022398353","6565.0","0.0068053007","53.0"
"Delaware","2021-03-22","92429","1531","0.020030022","1815.0","0.013236284","20.0"
"District of Columbia","2021-03-22","43383","1050","0.01783073","760.0","0.007677555","8.0"
"Florida","2021-03-22","2011203","32778","0.015951037","31577.0","0.013324261","431.0"
"Georgia","2021-03-22","1021299","17990","0.011688948","11800.0","0.015810251","280.0"
"Guam","2021-03-22","8753","135","0.001258254","11.0","0.0","0.0"
"Hawaii","2021-03-22","28912","451","0.021192431","600.0","0.0066964626","3.0"
"Idaho","2021-03-22","177929","1949","0.012260079","2155.0","0.016162634","31.0"
"Illinois","2021-03-22","1226595","23379","0.010572076","12832.0","0.0070210695","163.0"
"Indiana","2021-03-22","681699","12947","0.008080006","5464.0","0.0064520836","83.0"
"Iowa","2021-03-22","346218","5676","0.008491039","2915.0","0.005847931","33.0"
"Kansas","2021-03-22","302602","4850","0.0048749447","1468.0","0.0031024218","15.0"
"Kentucky","2021-03-22","424716","5847","0.011204481","4706.0","0.13600159","700.0"
"Louisiana","2021-03-22","441066","10030","0.008001089","3501.0","0.012824416","127.0"
"Maine","2021-03-22","48642","729","0.030572653","1443.0","0.0055172443","4.0"
"Maryland","2021-03-22","400890","8184","0.016867876","6650.0","0.016014934","129.0"
"Massachusetts","2021-03-22","615874","16894","0.020564556","12410.0","0.013255","221.0"
"Michigan","2021-03-22","695763","16904","0.03430426","23076.0","0.0079904795","134.0"
"Minnesota","2021-03-22","506444","6850","0.016372085","8158.0","0.0051357746","35.0"
"Mississippi","2021-03-22","302932","6956","0.0068166256","2051.0","0.0076777935","53.0"
"Missouri","2021-03-22","582710","8824","0.0071747303","4151.0","0.0060425997","53.0"
"Montana","2021-03-22","103227","1415","0.011484027","1172.0","0.015064597","21.0"
"Nebraska","2021-03-22","207124","2244","0.008197069","1684.0","0.0035778284","8.0"
"Nevada","2021-03-22","301360","5174","0.006153226","1843.0","0.010349512","53.0"
"New Hampshire","2021-03-22","80750","1217","0.02457714","1937.0","0.015012503","18.0"
"New Jersey","2021-03-22","869037","24181","0.033526897","28191.0","0.010700107","256.0"
"New Mexico","2021-03-22","189893","3894","0.0074540377","1405.0","0.010116696","39.0"
"New York","2021-03-22","1787934","48959","0.022413254","39195.0","0.00869441","422.0"
"North Carolina","2021-03-22","899303","11865","0.0138680935","12301.0","0.010733485","126.0"
"North Dakota","2021-03-22","101732","1492","0.006928444","700.0","0.0026881695","4.0"
"Northern Mariana Islands","2021-03-22","157","2","0.019480467","3.0","0.0","0.0"
"Ohio","2021-03-22","1001195","18340","0.010960937","10855.0","0.026243687","469.0"
"Oklahoma","2021-03-22","435450","4788","0.006139159","2657.0","0.018506646","87.0"
"Oregon","2021-03-22","161800","2377","0.012059689","1928.0","0.018859863","44.0"
"Pennsylvania","2021-03-22","993622","24839","0.021433592","20850.0","0.008485556","209.0"
"Puerto Rico","2021-03-22","138131","2096","0.011133909","1521.0","0.007692337","16.0"
"Rhode Island","2021-03-22","134039","2604","0.019408822","2552.0","0.010869622","28.0"
"South Carolina","2021-03-22","542203","9027","0.015004039","8015.0","0.016783118","149.0"
"South Dakota","2021-03-22","115972","1923","0.011539578","1323.0","0.0057531595","11.0"
"Tennessee","2021-03-22","787263","11610","0.010908246","8495.0","0.006501913","75.0"
"Texas","2021-03-22","2754620","47613","0.009462357","25821.0","0.019768715","923.0"
"Utah","2021-03-22","381846","2062","0.008419156","3188.0","0.01726687","35.0"
"Vermont","2021-03-22","17839","219","0.049847007","847.0","0.023364544","5.0"
"Virgin Islands","2021-03-22","2767","25","0.0","0.0","0.0","0.0"
"Virginia","2021-03-22","605969","10129","0.016956806","10104.0","0.0068588257","69.0"
"Washington","2021-03-22","358727","5232","0.01523447","5383.0","0.0077041388","40.0"
"West Virginia","2021-03-22","138102","2612","0.017865777","2424.0","0.032003164","81.0"
"Wisconsin","2021-03-22","629994","7241","0.0065603256","4106.0","0.008636355","62.0"
"Wyoming","2021-03-22","55730","693","0.007283926","403.0","0.0028944016","2.0"
"Alabama","2021-03-23","511789","10450","0.006038666","3072.0","0.010931611","113.0"
"Alaska","2021-03-23","61212","298","0.015511751","935.0","0.020547986","6.0"
"Arizona","2021-03-23","837244","16798","0.0040305853","3361.0","0.013515115","224.0"
"Arkansas","2021-03-23","328946","5547","0.0045502186","1490.0","0.009830713","54.0"
"California","2021-03-23","3648181","57936","0.005427003","19692.0","0.021024585","1193.0"
"Colorado","2021-03-23","453976","6150","0.015267849","6827.0","0.0034263134","21.0"
"Connecticut","2021-03-23","300565","7845","0.022486448","6610.0","0.005898237","46.0"
"Delaware","2021-03-23","92609","1535","0.0204736","1858.0","0.013870597","21.0"
"District of Columbia","2021-03-23","43488","1051","0.017739296","758.0","0.00863719","9.0"
"Florida","2021-03-23","2016505","32819","0.016170025","32088.0","0.011433721","371.0"
"Georgia","2021-03-23","1023176","18021","0.011682272","11815.0","0.016126275","286.0"
"Guam","2021-03-23","8755","135","0.0014870167","13.0","0.0","0.0"
"Hawaii","2021-03-23","28950","451","0.020911932","593.0","0.0066964626","3.0"
"Idaho","2021-03-23","178254","1954","0.012042046","2121.0","0.011910915","23.0"
"Illinois","2021-03-23","1228418","23391","0.010424018","12673.0","0.0067139864","156.0"
"Indiana","2021-03-23","682360","12959","0.0082166195","5561.0","0.006446123","83.0"
"Iowa","2021-03-23","346985","5683","0.009114385","3134.0","0.0044184923","25.0"
"Kansas","2021-03-23","302665","4850","0.004963994","1495.0","0.0031024218","15.0"
"Kentucky","2021-03-23","425592","5864","0.011173964","4703.0","0.1351142","698.0"
"Louisiana","2021-03-23","441771","10037","0.0073286295","3214.0","0.01128459","112.0"
"Maine","2021-03-23","48773","731","0.02922678","1385.0","0.0082758665","6.0"
"Maryland","2021-03-23","401612","8195","0.016996741","6712.0","0.0142326355","115.0"
"Massachusetts","2021-03-23","617695","16915","0.021547437","13029.0","0.013602614","227.0"
"Michigan","2021-03-23","700292","16923","0.036727786","24809.0","0.007561326","127.0"
"Minnesota","2021-03-23","507299","6857","0.016643524","8305.0","0.0058677197","40.0"
"Mississippi","2021-03-23","303238","6977","0.006599188","1988.0","0.006927371","48.0"
"Missouri","2021-03-23","583286","8881","0.007004142","4057.0","0.009548664","84.0"
"Montana","2021-03-23","103579","1419","0.010832548","1110.0","0.015748024","22.0"
"Nebraska","2021-03-23","207401","2244","0.008534074","1755.0","0.002681017","6.0"
"Nevada","2021-03-23","301506","5188","0.005438924","1631.0","0.010124564","52.0"
"New Hampshire","2021-03-23","81132","1218","0.026078105","2062.0","0.013311148","16.0"
"New Jersey","2021-03-23","873840","24242","0.034665227","29277.0","0.011516333","276.0"
"New Mexico","2021-03-23","190064","3905","0.007420659","1400.0","0.011134148","43.0"
"New York","2021-03-23","1794735","48977","0.022378922","39285.0","0.0072598457","353.0"
"North Carolina","2021-03-23","900546","11878","0.013218999","11749.0","0.010635614","125.0"
"North Dakota","2021-03-23","101896","1494","0.0070664883","715.0","0.0033580065","5.0"
"Northern Mariana Islands","2021-03-23","158","2","0.025974035","4.0","0.0","0.0"
"Ohio","2021-03-23","1002822","18382","0.010682106","10599.0","0.021676302","390.0"
"Oklahoma","2021-03-23","435634","4788","0.006025076","2609.0","0.0","0.0"
"Oregon","2021-03-23","162101","2380","0.012599587","2017.0","0.013628602","32.0"
"Pennsylvania","2021-03-23","997245","24876","0.021901488","21373.0","0.006554961","162.0"
"Puerto Rico","2021-03-23","138358","2098","0.0111967325","1532.0","0.008169174","17.0"
"Rhode Island","2021-03-23","134336","2606","0.019628048","2586.0","0.008904338","23.0"
"South Carolina","2021-03-23","542912","9030","0.015037298","8043.0","0.016777396","149.0"
"South Dakota","2021-03-23","116100","1923","0.011403322","1309.0","0.0057531595","11.0"
"Tennessee","2021-03-23","788549","11643","0.011105418","8661.0","0.008313894","96.0"
"Texas","2021-03-23","2758973","47698","0.0089046955","24351.0","0.018665671","874.0"
"Utah","2021-03-23","382229","2077","0.008150101","3090.0","0.022145629","45.0"
"Vermont","2021-03-23","17933","220","0.05197394","886.0","0.023255825","5.0"
"Virgin Islands","2021-03-23","2767","25","0.0","0.0","0.0","0.0"
"Virginia","2021-03-23","607234","10137","0.016902208","10093.0","0.003265977","33.0"
"Washington","2021-03-23","359290","5249","0.014997959","5309.0","0.008259654","43.0"
"West Virginia","2021-03-23","138429","2613","0.017718077","2410.0","0.026315808","67.0"
"Wisconsin","2021-03-23","630040","7241","0.005591035","3503.0","0.007934332","57.0"
"Wyoming","2021-03-23","55799","695","0.008075595","447.0","0.002886057","2.0"
"Alabama","2021-03-24","512711","10487","0.006349683","3235.0","0.011965632","124.0"
"Alaska","2021-03-24","61411","298","0.015880585","960.0","0.01706481","5.0"
"Arizona","2021-03-24","837849","16842","0.004218936","3520.0","0.015434742","256.0"
"Arkansas","2021-03-24","329177","5560","0.0042589903","1396.0","0.009624124","53.0"
"California","2021-03-24","3650958","58187","0.0052592754","19101.0","0.02125454","1211.0"
"Colorado","2021-03-24","456069","6158","0.01837492","8229.0","0.0035853386","22.0"
"Connecticut","2021-03-24","302022","7852","0.026140928","7694.0","0.0057640076","45.0"
"Delaware","2021-03-24","92819","1535","0.018612146","1696.0","0.012532949","19.0"
"District of Columbia","2021-03-24","43595","1053","0.01831305","784.0","0.008620739","9.0"
"Florida","2021-03-24","2021648","32849","0.01640606","32632.0","0.010645151","346.0"
"Georgia","2021-03-24","1024530","18091","0.011042714","11190.0","0.01629126","290.0"
"Guam","2021-03-24","8758","135","0.0014865398","13.0","0.0","0.0"
"Hawaii","2021-03-24","29005","454","0.020476341","582.0","0.013392806","6.0"
"Idaho","2021-03-24","178663","1955","0.011744738","2074.0","0.009292722","18.0"
"Illinois","2021-03-24","1231154","23408","0.011415839","13896.0","0.00657928","153.0"
"Indiana","2021-03-24","683330","12975","0.008300066","5625.0","0.006360054","82.0"
"Iowa","2021-03-24","347590","5689","0.009649515","3322.0","0.0037050247","21.0"
"Kansas","2021-03-24","303234","4881","0.0048747063","1471.0","0.009096503","44.0"
"Kentucky","2021-03-24","426210","5911","0.010503054","4430.0","0.13738692","714.0"
"Louisiana","2021-03-24","442221","10056","0.0073325634","3219.0","0.010145664","101.0"
"Maine","2021-03-24","48972","731","0.029018044","1381.0","0.0082758665","6.0"
"Maryland","2021-03-24","402785","8214","0.017604113","6968.0","0.014199257","115.0"
"Massachusetts","2021-03-24","619816","16970","0.022162795","13439.0","0.014224291","238.0"
"Michigan","2021-03-24","705335","16940","0.03836596","26061.0","0.008333325","140.0"
"Minnesota","2021-03-24","508609","6866","0.017156959","8579.0","0.0061547756","42.0"
"Mississippi","2021-03-24","303625","6981","0.006707549","2023.0","0.0064878464","45.0"
"Missouri","2021-03-24","584084","8892","0.0069719553","4044.0","0.009766102","86.0"
"Montana","2021-03-24","103796","1431","0.011637211","1194.0","0.023605108","33.0"
"Nebraska","2021-03-24","207634","2273","0.00844121","1738.0","0.015638947","35.0"
"Nevada","2021-03-24","301749","5203","0.005236864","1572.0","0.010683775","55.0"
"New Hampshire","2021-03-24","81521","1228","0.027139783","2154.0","0.021630645","26.0"
"New Jersey","2021-03-24","877936","24293","0.034234762","29061.0","0.012039661","289.0"
"New Mexico","2021-03-24","190275","3911","0.0072416067","1368.0","0.00955081","37.0"
"New York","2021-03-24","1814919","49231","0.030014753","52887.0","0.011194229","545.0"
"North Carolina","2021-03-24","902610","11975","0.013617277","12126.0","0.016294718","192.0"
"North Dakota","2021-03-24","102032","1495","0.0070769787","717.0","0.0033557415","5.0"
"Northern Mariana Islands","2021-03-24","158","2","0.0063694715","1.0","0.0","0.0"
"Ohio","2021-03-24","1004670","18382","0.011058927","10989.0","0.021676302","390.0"
"Oklahoma","2021-03-24","436135","4850","0.0060412884","2619.0","0.01294899","62.0"
"Oregon","2021-03-24","162461","2380","0.013177633","2113.0","0.009329915","22.0"
"Pennsylvania","2021-03-24","1001913","24934","0.02333653","22848.0","0.0074750185","185.0"
"Puerto Rico","2021-03-24","138503","2100","0.011761069","1610.0","0.008161306","17.0"
"Rhode Island","2021-03-24","134807","2606","0.019843578","2623.0","0.006955147","18.0"
"South Carolina","2021-03-24","543925","9055","0.014596105","7825.0","0.013657212","122.0"
"South Dakota","2021-03-24","116370","1924","0.012212276","1404.0","0.004699707","9.0"
"Tennessee","2021-03-24","789976","11687","0.010725498","8383.0","0.011423588","132.0"
"Texas","2021-03-24","2762762","47861","0.008615375","23599.0","0.018384099","864.0"
"Utah","2021-03-24","382791","2082","0.007774353","2953.0","0.02209127","45.0"
"Vermont","2021-03-24","18028","222","0.05389917","922.0","0.023041487","5.0"
"Virgin Islands","2021-03-24","2876","25","0.03939283","109.0","0.0","0.0"
"Virginia","2021-03-24","608704","10143","0.017103672","10236.0","-0.0010833144","-11.0"
"Washington","2021-03-24","360203","5250","0.014925122","5297.0","0.00729084","38.0"
"West Virginia","2021-03-24","138818","2619","0.018219948","2484.0","0.021052599","54.0"
"Wisconsin","2021-03-24","631508","7264","0.006762624","4242.0","0.008468747","61.0"
"Wyoming","2021-03-24","55887","695","0.007899165","438.0","0.002886057","2.0"
"Alabama","2021-03-25","513138","10504","0.006058216","3090.0","0.010874748","113.0"
"Alaska","2021-03-25","61558","299","0.01570797","952.0","0.010135174","3.0"
"Arizona","2021-03-25","837987","16874","0.004049778","3380.0","0.013757944","229.0"
"Arkansas","2021-03-25","329511","5571","0.004468918","1466.0","0.010154128","56.0"
"California","2021-03-25","3653449","58413","0.0049567223","18020.0","0.020974278","1200.0"
"Colorado","2021-03-25","457010","6161","0.017372847","7804.0","0.0027669668","17.0"
"Connecticut","2021-03-25","303510","7862","0.027162194","8026.0","0.00511384","40.0"
"Delaware","2021-03-25","93038","1536","0.017642856","1613.0","0.012524724","19.0"
"District of Columbia","2021-03-25","43669","1053","0.018115282","777.0","0.006692171","7.0"
"Florida","2021-03-25","2027421","32956","0.016705155","33312.0","0.011013269","359.0"
"Georgia","2021-03-25","1026632","18181","0.010897398","11067.0","0.017916083","320.0"
"Guam","2021-03-25","8763","135","0.0016001463","14.0","0.0","0.0"
"Hawaii","2021-03-25","29120","455","0.021431804","611.0","0.015625","7.0"
"Idaho","2021-03-25","179009","1957","0.011864781","2099.0","0.008762836","17.0"
"Illinois","2021-03-25","1233417","23442","0.0112736225","13750.0","0.0066560507","155.0"
"Indiana","2021-03-25","684281","12982","0.008269072","5612.0","0.005810857","75.0"
"Iowa","2021-03-25","348492","5708","0.010531783","3632.0","0.0061695576","35.0"
"Kansas","2021-03-25","303267","4881","0.004907489","1481.0","0.009096503","44.0"
"Kentucky","2021-03-25","427004","6004","0.01055038","4458.0","0.08689356","480.0"
"Louisiana","2021-03-25","442620","10073","0.0070004463","3077.0","0.009925842","99.0"
"Maine","2021-03-25","49190","731","0.028391004","1358.0","0.0055021048","4.0"
"Maryland","2021-03-25","404167","8217","0.018232465","7237.0","0.0128189325","104.0"
"Massachusetts","2021-03-25","622226","17010","0.02286303","13908.0","0.014976978","251.0"
"Michigan","2021-03-25","711126","16994","0.042214632","28804.0","0.009444594","159.0"
"Minnesota","2021-03-25","510476","6892","0.017845511","8950.0","0.009077549","62.0"
"Mississippi","2021-03-25","303942","6987","0.0066838264","2018.0","0.0070625544","49.0"
"Missouri","2021-03-25","585299","8903","0.0078139305","4538.0","0.010441542","92.0"
"Montana","2021-03-25","103961","1435","0.01192379","1225.0","0.019900441","28.0"
"Nebraska","2021-03-25","207938","2280","0.008448243","1742.0","0.017402887","39.0"
"Nevada","2021-03-25","302196","5215","0.0058648586","1762.0","0.0112468","58.0"
"New Hampshire","2021-03-25","82039","1229","0.02932167","2337.0","0.018226981","22.0"
"New Jersey","2021-03-25","881880","24330","0.033436537","28533.0","0.010549903","254.0"
"New Mexico","2021-03-25","190491","3918","0.007047057","1333.0","0.0100541115","39.0"
"New York","2021-03-25","1823602","49305","0.031713486","56055.0","0.01090765","532.0"
"North Carolina","2021-03-25","904665","12025","0.013274908","11852.0","0.01803255","213.0"
"North Dakota","2021-03-25","102230","1497","0.007847428","796.0","0.004698038","7.0"
"Northern Mariana Islands","2021-03-25","159","2","0.012738824","2.0","0.0","0.0"
"Ohio","2021-03-25","1006171","18382","0.010429978","10386.0","0.021676302","390.0"
"Oklahoma","2021-03-25","436504","4850","0.0055958033","2429.0","0.01294899","62.0"
"Oregon","2021-03-25","162878","2381","0.013919115","2236.0","0.008044004","19.0"
"Pennsylvania","2021-03-25","1005504","24972","0.023814917","23389.0","0.0077074766","191.0"
"Puerto Rico","2021-03-25","138581","2103","0.011820793","1619.0","0.008633137","18.0"
"Rhode Island","2021-03-25","135290","2607","0.020163536","2674.0","0.0050115585","13.0"
"South Carolina","2021-03-25","545254","9083","0.014429808","7756.0","0.016222835","145.0"
"South Dakota","2021-03-25","116624","1927","0.012334704","1421.0","0.004168868","8.0"
"Tennessee","2021-03-25","791437","11692","0.01144433","8955.0","0.0098462105","114.0"
"Texas","2021-03-25","2768120","47990","0.00932014","25561.0","0.016823411","794.0"
"Utah","2021-03-25","383260","2089","0.007523656","2862.0","0.023517847","48.0"
"Vermont","2021-03-25","18215","223","0.05612576","968.0","0.02764976","6.0"
"Virgin Islands","2021-03-25","2877","25","0.03975427","110.0","0.0","0.0"
"Virginia","2021-03-25","610263","10147","0.016173482","9713.0","-0.0034374595","-35.0"
"Washington","2021-03-25","361300","5286","0.015726447","5594.0","0.011674643","61.0"
"West Virginia","2021-03-25","139251","2624","0.018542051","2535.0","0.02101171","54.0"
"Wisconsin","2021-03-25","632331","7268","0.0069782734","4382.0","0.007904649","57.0"
"Wyoming","2021-03-25","55920","695","0.007948995","441.0","0.002886057","2.0"
"Alabama","2021-03-26","513580","10523","0.005877614","3001.0","0.009400487","98.0"
"Alaska","2021-03-26","61744","299","0.017484307","1061.0","0.010135174","3.0"
"Arizona","2021-03-26","838558","16898","0.004193783","3502.0","0.0121593475","203.0"
"Arkansas","2021-03-26","329695","5583","0.004331708","1422.0","0.009766698","54.0"
"California","2021-03-26","3656822","58630","0.0049966574","18181.0","0.021126151","1213.0"
"Colorado","2021-03-26","458106","6161","0.017224431","7757.0","0.003093481","19.0"
"Connecticut","2021-03-26","305210","7865","0.028713346","8519.0","0.0042134523","33.0"
"Delaware","2021-03-26","93325","1536","0.01844275","1690.0","0.009198427","14.0"
"District of Columbia","2021-03-26","43825","1055","0.018380761","791.0","0.0076408386","8.0"
"Florida","2021-03-26","2033171","33115","0.016967416","33922.0","0.014241934","465.0"
"Georgia","2021-03-26","1028447","18275","0.011142254","11333.0","0.020778656","372.0"
"Guam","2021-03-26","8765","135","0.0018287897","16.0","0.0","0.0"
"Hawaii","2021-03-26","29322","456","0.022456288","644.0","0.015590191","7.0"
"Idaho","2021-03-26","179313","1957","0.011399269","2021.0","0.0066872835","13.0"
"Illinois","2021-03-26","1236528","23472","0.011853099","14485.0","0.0072090626","168.0"
"Indiana","2021-03-26","685382","13002","0.008613348","5853.0","0.0061910152","80.0"
"Iowa","2021-03-26","349055","5716","0.0108629465","3751.0","0.0075798035","43.0"
"Kansas","2021-03-26","303710","4891","0.004920244","1487.0","0.010119796","49.0"
"Kentucky","2021-03-26","427650","6041","0.009801626","4151.0","0.051706076","297.0"
"Louisiana","2021-03-26","443069","10087","0.0075773","3332.0","0.009911895","99.0"
"Maine","2021-03-26","49443","731","0.028562546","1373.0","0.0041208267","3.0"
"Maryland","2021-03-26","405528","8232","0.01870215","7445.0","0.0122971535","100.0"
"Massachusetts","2021-03-26","624986","17051","0.023759961","14505.0","0.014759302","248.0"
"Michigan","2021-03-26","717104","17015","0.044451952","30520.0","0.009912133","167.0"
"Minnesota","2021-03-26","512175","6899","0.018319488","9214.0","0.008773208","60.0"
"Mississippi","2021-03-26","304210","6998","0.006264925","1894.0","0.007631421","53.0"
"Missouri","2021-03-26","586353","8910","0.008553743","4973.0","0.0110064745","97.0"
"Montana","2021-03-26","104107","1435","0.011729836","1207.0","0.017730474","25.0"
"Nebraska","2021-03-26","208213","2280","0.008441925","1743.0","0.016495824","37.0"
"Nevada","2021-03-26","302642","5226","0.006471634","1946.0","0.012594461","65.0"
"New Hampshire","2021-03-26","82374","1231","0.029726505","2378.0","0.014839292","18.0"
"New Jersey","2021-03-26","887479","24358","0.0346725","29740.0","0.010579586","255.0"
"New Mexico","2021-03-26","190716","3925","0.0070865154","1342.0","0.010556102","41.0"
"New York","2021-03-26","1831605","49363","0.03327322","58981.0","0.01054287","515.0"
"North Carolina","2021-03-26","906770","12049","0.013619661","12184.0","0.018254042","216.0"
"North Dakota","2021-03-26","102414","1498","0.0085577965","869.0","0.0046948195","7.0"
"Northern Mariana Islands","2021-03-26","159","2","0.012738824","2.0","0.0","0.0"
"Ohio","2021-03-26","1008913","18526","0.011607885","11577.0","0.01014173","186.0"
"Oklahoma","2021-03-26","436971","4850","0.00570786","2480.0","0.01294899","62.0"
"Oregon","2021-03-26","163368","2384","0.014279723","2300.0","0.0063318014","15.0"
"Pennsylvania","2021-03-26","1010521","25013","0.02529025","24926.0","0.007897854","196.0"
